family,engine,K,T,grads,rep,contract_ratio,contract_ratio_dbl,dbl_pass,theta_err,theta_err_norm,accept
dwell2,grid,32,2,True,2,0.013238105115339549,0.013238105115311037,True,6.858794456814706e-05,6.720427495939041e-05,0.688
dwell2,grid,32,2,False,3,0.053068527853476155,0.0530685278321435,True,0.0013916305906629819,0.0013747413046813193,0.906
dwell2,grid,32,2,True,3,0.016865614794440088,0.0168656147941125,True,0.00010672448606393078,0.00010555888182172676,0.906
dwell2,grid,32,2,False,4,0.4169361545078385,0.4162385334210755,True,0.008024193706392381,0.007933602472011601,0.688
dwell2,grid,32,2,True,4,0.08290250624511401,0.08290250614820574,True,0.0015988602784467191,0.0019530372626422351,0.688
dwell2,grid,32,2,False,5,0.12985896699686575,0.1297500925005709,True,0.020075589444802453,0.019677669518382457,1.0
dwell2,grid,32,2,True,5,0.017970097006896356,0.017970097006808232,True,0.0003056690526158065,0.00030917787126565115,1.0
dwell2,grid,32,5,False,0,0.028275422293652847,0.02826581679340509,True,0.000824611017034474,0.0009877465304968544,0.938
dwell2,grid,32,5,True,0,0.013410505961697508,0.013410505961603982,True,0.00014678582025617602,0.00017730129942855594,0.938
dwell2,grid,32,5,False,1,0.03234742335019368,0.03234389443949932,True,0.0004533116466610713,0.0004574189691187641,0.781
dwell2,grid,32,5,True,1,0.01928567660356802,0.019285676598105834,True,0.00012644445538024016,0.00013087383100558053,0.781
dwell2,grid,32,5,False,2,0.22295943788384867,0.22295391136873194,True,0.018738956050176017,0.02292453327225087,0.812
dwell2,grid,32,5,True,2,0.07183341291538248,0.07183341285211729,True,0.001355546631010634,0.0016589040031489359,0.812
dwell2,grid,32,5,False,3,0.22620707348682523,0.22579532143070394,True,0.037687362507830106,0.04445802064186594,0.625
dwell2,grid,32,5,True,3,0.08316295453309311,0.0831629542464597,True,0.0014432481385117967,0.0017497383897472614,0.625
dwell2,grid,32,5,False,4,0.05055901581597007,0.05038623580392425,True,0.02181109196558444,0.022334431665729477,0.875
dwell2,grid,32,5,True,4,0.02787285044859228,0.02783888479928801,True,0.0010015242749558564,0.001055381746566972,0.875
dwell2,grid,32,5,False,5,0.030733231014820343,0.030623992742627386,True,0.018158586972619135,0.02074520117306179,0.75
dwell2,grid,32,5,True,5,0.01887718155844724,0.018808104294547406,True,0.008610831461131131,0.010181467247537839,0.75
dwell2,grid,128,1,False,0,0.4102468435578376,0.4090841411932059,True,0.08694644624862212,0.10531657625998196,0.336
dwell2,grid,128,1,True,0,0.09759408391612452,0.09759408370344531,True,0.0010753581512329112,0.0013151898255864066,0.336
dwell2,grid,128,1,False,1,0.1188528752981097,0.11885278088807677,True,0.0035075771441809944,0.0042727751911259175,0.164
dwell2,grid,128,1,True,1,0.06156556326404633,0.06156556327959235,True,0.0007442671509519651,0.0009086267289689967,0.164
dwell2,grid,128,1,False,2,0.06775947268687892,0.06775945564332819,True,0.0016179881775784906,0.0018684111391126146,0.578
dwell2,grid,128,1,True,2,0.02047594950109052,0.02047594950095984,True,0.00011997938802182318,0.00014057793352723736,0.578
dwell2,grid,128,1,False,3,0.26267305426058224,0.2620254554448955,True,0.0213319264735736,0.024591554922592077,0.656
dwell2,grid,128,1,True,3,0.04685241418068101,0.046852414148752804,True,0.0004833892452536236,0.0005891723887390905,0.656
dwell2,grid,128,1,False,4,0.0516391594103109,0.05148365850460937,True,0.011306233500353851,0.01201906128693691,0.469
dwell2,grid,128,1,True,4,0.026049040341071368,0.026018192114393553,True,0.000316059193521807,0.00034109082143926974,0.469
dwell2,grid,128,1,False,5,0.13902204070996899,0.13902204059150391,True,0.005036641989448397,0.006152989731207806,0.391
dwell2,grid,128,1,True,5,0.05920389927586855,0.059203899341400044,True,0.0006891956497649199,0.0008427571565818359,0.391
dwell2,grid,128,2,False,0,0.012082610267109321,0.012082610267103338,True,5.978520388788709e-05,6.716928458806715e-05,0.891
dwell2,grid,128,2,True,0,0.006488709405874996,0.006488709405874931,True,1.5172757860267656e-05,1.6877921544055436e-05,0.891
dwell2,grid,128,2,False,1,0.01096876419490899,0.010968764194907072,True,8.694827051753124e-05,9.430145275445008e-05,0.906
dwell2,grid,128,2,True,1,0.004500809425531056,0.004500809425531041,True,9.35558042944952e-06,9.19870348928862e-06,0.906
dwell2,grid,128,2,False,2,0.018469229650029218,0.01846922964965953,True,0.00017085986779977747,0.00017028608730244017,0.734
dwell2,grid,128,2,True,2,0.008632372292222624,0.008632372292221238,True,3.112610662290017e-05,3.1296341045034044e-05,0.734
